Dimension;Algorithm;Cost;Time[ms]
9;BB_LC;124;3.765
9;BB_BFS;114;25.918
9;BB_BFS;114;0.192
9;BB_DFS_REC;114;0.205
9;BB_DFS_REC;114;0.151
9;BB_LC;114;1.123
9;BB_LC;114;0.276
10;BB_BFS;121;207.385
10;BB_BFS;121;6.306
10;BB_DFS_REC;121;1.714
10;BB_DFS_REC;121;1.844
10;BB_LC;121;19.404
10;BB_LC;121;18.234
10;BB_BFS;108;209.640
10;BB_BFS;108;0.215
10;BB_DFS_REC;108;0.926
10;BB_DFS_REC;108;0.276
10;BB_LC;108;2.546
10;BB_LC;108;0.527
10;BB_BFS;207;206.827
10;BB_BFS;207;1.037
10;BB_DFS_REC;207;2.426
10;BB_DFS_REC;207;0.838
10;BB_LC;207;27.240
10;BB_LC;207;8.230
10;BB_BFS;171;208.174
10;BB_BFS;171;0.887
10;BB_DFS_REC;171;0.749
10;BB_DFS_REC;171;0.525
10;BB_LC;171;17.082
10;BB_LC;171;4.895
10;BB_BFS;104;214.965
10;BB_BFS;104;5.074
10;BB_DFS_REC;104;0.623
10;BB_DFS_REC;104;0.633
10;BB_LC;104;3.156
10;BB_LC;104;3.685
11;BB_BFS;189;2170.280
11;BB_BFS;189;34.543
11;BB_DFS_REC;189;9.125
11;BB_DFS_REC;189;7.433
11;BB_LC;189;794.815
11;BB_LC;189;761.099
11;BB_BFS;257;2165.238
11;BB_BFS;257;32.237
11;BB_DFS_REC;257;24.239
11;BB_DFS_REC;257;19.465
11;BB_LC;257;6139.573
11;BB_LC;257;4922.257
11;BB_BFS;169;2103.099
11;BB_BFS;169;12.231
11;BB_DFS_REC;169;5.851
11;BB_DFS_REC;169;5.119
11;BB_LC;169;341.391
11;BB_LC;169;227.418
11;BB_BFS;135;2131.786
11;BB_BFS;135;2.447
11;BB_DFS_REC;135;2.668
11;BB_DFS_REC;135;1.849
11;BB_LC;135;35.204
11;BB_LC;135;27.577
11;BB_BFS;142;2106.786
11;BB_BFS;142;4.014
11;BB_DFS_REC;142;2.353
11;BB_DFS_REC;142;1.923
11;BB_LC;142;106.390
11;BB_LC;142;35.353
12;BB_BFS;148;24140.052
12;BB_BFS;148;3.188
12;BB_DFS_REC;148;11.783
12;BB_DFS_REC;148;2.664
12;BB_LC;148;1345.655
12;BB_LC;148;50.745
12;BB_BFS;152;23910.930
12;BB_BFS;152;11.678
12;BB_DFS_REC;152;3.634
12;BB_DFS_REC;152;2.247
12;BB_LC;152;695.550
12;BB_LC;152;193.409
12;BB_BFS;184;25251.141
12;BB_BFS;184;11.476
12;BB_DFS_REC;184;21.589
12;BB_DFS_REC;184;8.253
12;BB_LC;184;10826.323
12;BB_LC;184;585.637
7;BB_BFS;216;0.341
7;BB_BFS;216;0.123
7;BB_DFS_REC;216;0.127
7;BB_DFS_REC;216;0.089
7;BB_LC;216;0.264
7;BB_LC;216;0.208
7;BB_BFS;264;0.493
7;BB_BFS;264;0.171
7;BB_DFS_REC;264;0.131
7;BB_DFS_REC;264;0.137
7;BB_LC;264;0.453
7;BB_LC;264;0.358
7;BB_BFS;204;0.349
7;BB_BFS;204;0.126
7;BB_DFS_REC;204;0.083
7;BB_DFS_REC;204;0.083
7;BB_LC;204;0.256
7;BB_LC;204;0.205
7;BB_BFS;161;0.345
7;BB_BFS;161;0.092
7;BB_DFS_REC;161;0.193
7;BB_DFS_REC;161;0.066
7;BB_LC;161;0.197
7;BB_LC;161;0.140
7;BB_BFS;202;0.375
7;BB_BFS;202;0.085
7;BB_DFS_REC;202;0.070
7;BB_DFS_REC;202;0.071
7;BB_LC;202;0.312
7;BB_LC;202;0.202
8;BB_BFS;183;2.610
8;BB_BFS;183;0.158
8;BB_DFS_REC;183;0.151
8;BB_DFS_REC;183;0.129
8;BB_LC;183;0.689
8;BB_LC;183;0.317
8;BB_BFS;186;2.394
8;BB_BFS;186;0.372
8;BB_DFS_REC;186;0.243
8;BB_DFS_REC;186;0.194
8;BB_LC;186;1.587
8;BB_LC;186;1.304
8;BB_BFS;201;2.130
8;BB_BFS;201;0.229
8;BB_DFS_REC;201;0.151
8;BB_DFS_REC;201;0.164
8;BB_LC;201;1.056
8;BB_LC;201;0.637
8;BB_BFS;217;2.311
8;BB_BFS;217;0.477
8;BB_DFS_REC;217;0.364
8;BB_DFS_REC;217;0.368
8;BB_LC;217;1.667
8;BB_LC;217;1.543
8;BB_BFS;144;2.368
8;BB_BFS;144;0.116
8;BB_DFS_REC;144;0.159
8;BB_DFS_REC;144;0.096
8;BB_LC;144;0.441
8;BB_LC;144;0.201
9;BB_BFS;194;23.714
9;BB_BFS;194;1.833
9;BB_DFS_REC;194;0.712
9;BB_DFS_REC;194;0.501
9;BB_LC;194;5.269
9;BB_LC;194;5.058
9;BB_BFS;213;21.774
9;BB_BFS;213;2.974
9;BB_DFS_REC;213;2.191
9;BB_DFS_REC;213;2.230
9;BB_LC;213;52.929
9;BB_LC;213;39.062
9;BB_BFS;204;22.179
9;BB_BFS;204;3.130
9;BB_DFS_REC;204;1.558
9;BB_DFS_REC;204;2.014
9;BB_LC;204;26.320
9;BB_LC;204;26.335
9;BB_BFS;236;22.595
9;BB_BFS;236;2.327
9;BB_DFS_REC;236;1.568
9;BB_DFS_REC;236;1.466
9;BB_LC;236;27.719
9;BB_LC;236;28.159
9;BB_BFS;129;22.620
9;BB_BFS;129;0.522
9;BB_DFS_REC;129;0.348
9;BB_DFS_REC;129;0.318
9;BB_LC;129;8.032
9;BB_LC;129;2.068
10;BB_BFS;176;227.859
10;BB_BFS;176;4.509
10;BB_DFS_REC;176;3.084
10;BB_DFS_REC;176;3.098
10;BB_LC;176;188.958
10;BB_LC;176;83.913
10;BB_BFS;182;209.207
10;BB_BFS;182;2.065
10;BB_DFS_REC;182;2.477
10;BB_DFS_REC;182;1.517
10;BB_LC;182;113.399
10;BB_LC;182;23.820
10;BB_BFS;208;226.388
10;BB_BFS;208;5.895
10;BB_DFS_REC;208;2.534
10;BB_DFS_REC;208;2.547
10;BB_LC;208;56.914
10;BB_LC;208;47.445
10;BB_BFS;228;207.658
10;BB_BFS;228;11.064
10;BB_DFS_REC;228;6.374
10;BB_DFS_REC;228;5.876
10;BB_LC;228;973.920
10;BB_LC;228;673.711
10;BB_BFS;160;212.308
10;BB_BFS;160;5.432
10;BB_DFS_REC;160;2.105
10;BB_DFS_REC;160;1.442
10;BB_LC;160;17.199
10;BB_LC;160;20.814
11;BB_BFS;188;2187.564
11;BB_BFS;188;9.031
11;BB_DFS_REC;188;6.319
11;BB_DFS_REC;188;4.988
11;BB_LC;188;638.388
11;BB_LC;188;308.405
11;BB_BFS;188;2193.737
11;BB_BFS;188;23.319
11;BB_DFS_REC;188;7.268
11;BB_DFS_REC;188;6.557
11;BB_LC;188;800.477
11;BB_LC;188;731.146
11;BB_BFS;178;2229.776
11;BB_BFS;178;4.732
11;BB_DFS_REC;178;4.348
11;BB_DFS_REC;178;2.672
11;BB_LC;178;664.548
11;BB_LC;178;124.831
11;BB_BFS;211;2212.849
11;BB_BFS;211;32.587
11;BB_DFS_REC;211;18.459
11;BB_DFS_REC;211;17.891
11;BB_LC;211;6169.531
11;BB_LC;211;3438.673
11;BB_BFS;265;2188.918
11;BB_BFS;265;34.617
11;BB_DFS_REC;265;17.790
11;BB_DFS_REC;265;15.629
11;BB_LC;265;5875.268
11;BB_LC;265;4644.862
12;BB_BFS;209;32495.947
12;BB_BFS;209;8.136
12;BB_DFS_REC;209;8.755
12;BB_DFS_REC;209;4.397
12;BB_LC;209;1195.846
12;BB_LC;209;289.019
12;BB_BFS;147;35454.106
12;BB_BFS;147;5.225
12;BB_DFS_REC;147;21.011
12;BB_DFS_REC;147;4.698
12;BB_LC;147;1525.724
12;BB_LC;147;128.044
12;BB_BFS;255;34140.715
12;BB_BFS;255;58.968
12;BB_DFS_REC;255;47.983
12;BB_DFS_REC;255;29.926
12;BB_LC;255;25037.623
12;BB_LC;255;18599.840
12;BB_BFS;222;33833.887
12;BB_BFS;222;44.118
12;BB_DFS_REC;222;48.484
12;BB_DFS_REC;222;35.381
12;BB_LC;222;44545.609
12;BB_LC;222;15047.035
12;BB_BFS;239;32924.760
12;BB_BFS;239;70.271
12;BB_DFS_REC;239;47.040
12;BB_DFS_REC;239;35.218
12;BB_LC;239;29600.601
12;BB_LC;239;17239.663
9;BB_DFS_REC;248;0.774
9;BB_LC;248;19.373
9;BB_LC;248;8.345
9;BB_BFS;156;22.456
9;BB_BFS;156;0.216
9;BB_DFS_REC;156;0.743
9;BB_DFS_REC;156;0.174
9;BB_LC;156;0.915
9;BB_LC;156;0.868
9;BB_BFS;155;26.198
9;BB_BFS;155;1.865
9;BB_DFS_REC;155;0.480
9;BB_DFS_REC;155;0.461
9;BB_LC;155;7.390
9;BB_LC;155;3.365
9;BB_BFS;126;24.000
9;BB_BFS;126;0.157
9;BB_DFS_REC;126;0.531
9;BB_DFS_REC;126;0.138
9;BB_LC;126;2.042
9;BB_LC;126;0.479
10;BB_BFS;154;214.619
10;BB_BFS;154;3.728
10;BB_DFS_REC;154;1.212
10;BB_DFS_REC;154;1.121
10;BB_LC;154;21.662
10;BB_LC;154;15.277
10;BB_BFS;159;213.001
10;BB_BFS;159;1.419
10;BB_DFS_REC;159;1.943
10;BB_DFS_REC;159;0.978
10;BB_LC;159;49.083
10;BB_LC;159;10.112
10;BB_BFS;162;218.225
10;BB_BFS;162;3.056
10;BB_DFS_REC;162;2.366
10;BB_DFS_REC;162;1.314
10;BB_LC;162;22.223
10;BB_LC;162;12.037
10;BB_BFS;141;208.021
10;BB_BFS;141;3.736
10;BB_DFS_REC;141;1.185
10;BB_DFS_REC;141;1.165
10;BB_LC;141;15.895
10;BB_LC;141;19.767
10;BB_BFS;176;217.754
10;BB_BFS;176;2.981
10;BB_DFS_REC;176;4.128
10;BB_DFS_REC;176;1.308
10;BB_LC;176;33.770
10;BB_LC;176;20.595
11;BB_BFS;174;2178.446
11;BB_BFS;174;36.036
11;BB_DFS_REC;174;5.172
11;BB_DFS_REC;174;5.997
11;BB_LC;174;1274.195
11;BB_LC;174;1083.663
11;BB_BFS;131;2162.159
11;BB_BFS;131;4.476
11;BB_DFS_REC;131;2.933
11;BB_DFS_REC;131;1.125
11;BB_LC;131;58.261
11;BB_LC;131;20.183
11;BB_BFS;169;2210.459
11;BB_BFS;169;14.037
11;BB_DFS_REC;169;8.302
11;BB_DFS_REC;169;4.557
11;BB_LC;169;336.308
11;BB_LC;169;219.777
11;BB_BFS;173;2108.541
11;BB_BFS;173;7.724
11;BB_DFS_REC;173;5.597
11;BB_DFS_REC;173;3.122
11;BB_LC;173;271.280
11;BB_LC;173;122.967
11;BB_BFS;152;2155.887
11;BB_BFS;152;4.219
11;BB_DFS_REC;152;5.177
11;BB_DFS_REC;152;2.959
11;BB_LC;152;554.642
11;BB_LC;152;67.329
12;BB_BFS;98;36971.383
7;BB_BFS;146;0.342
7;BB_BFS;146;0.061
7;BB_DFS_REC;146;0.067
7;BB_DFS_REC;146;0.049
7;BB_LC;146;0.179
7;BB_LC;146;0.085
7;BB_BFS;200;0.343
7;BB_BFS;200;0.116
7;BB_DFS_REC;200;0.095
7;BB_DFS_REC;200;0.091
7;BB_LC;200;0.247
7;BB_LC;200;0.207
7;BB_BFS;209;0.337
7;BB_BFS;209;0.120
7;BB_DFS_REC;209;0.085
7;BB_DFS_REC;209;0.092
7;BB_LC;209;0.470
7;BB_LC;209;0.223
7;BB_BFS;230;0.341
7;BB_BFS;230;0.109
7;BB_DFS_REC;230;0.088
7;BB_DFS_REC;230;0.086
7;BB_LC;230;0.230
7;BB_LC;230;0.193
7;BB_BFS;242;0.622
7;BB_BFS;242;0.106
7;BB_DFS_REC;242;0.081
7;BB_DFS_REC;242;0.082
7;BB_LC;242;0.245
7;BB_LC;242;0.182
8;BB_BFS;195;2.117
8;BB_BFS;195;0.695
8;BB_DFS_REC;195;0.331
8;BB_DFS_REC;195;0.311
8;BB_LC;195;1.862
8;BB_LC;195;1.383
8;BB_BFS;242;2.101
8;BB_BFS;242;0.320
8;BB_DFS_REC;242;0.256
8;BB_DFS_REC;242;0.241
8;BB_LC;242;1.335
8;BB_LC;242;0.922
8;BB_BFS;185;2.394
8;BB_BFS;185;0.379
8;BB_DFS_REC;185;0.363
8;BB_DFS_REC;185;0.288
8;BB_LC;185;1.324
8;BB_LC;185;1.436
8;BB_BFS;175;2.477
8;BB_BFS;175;0.137
8;BB_DFS_REC;175;0.122
8;BB_DFS_REC;175;0.450
8;BB_LC;175;0.778
8;BB_LC;175;0.267
8;BB_BFS;215;2.443
8;BB_BFS;215;0.785
8;BB_DFS_REC;215;0.314
8;BB_DFS_REC;215;0.308
8;BB_LC;215;2.019
8;BB_LC;215;2.202
9;BB_BFS;286;21.065
9;BB_BFS;286;4.503
9;BB_DFS_REC;286;3.547
9;BB_DFS_REC;286;3.235
9;BB_LC;286;98.945
9;BB_LC;286;81.609
9;BB_BFS;186;21.785
9;BB_BFS;186;0.795
9;BB_DFS_REC;186;0.820
9;BB_DFS_REC;186;0.599
9;BB_LC;186;14.929
9;BB_LC;186;4.877
9;BB_BFS;71;19.524
9;BB_BFS;71;0.095
9;BB_DFS_REC;71;0.100
9;BB_DFS_REC;71;0.084
9;BB_LC;71;0.393
9;BB_LC;71;0.152
9;BB_BFS;259;20.508
9;BB_BFS;259;1.790
9;BB_DFS_REC;259;0.826
9;BB_DFS_REC;259;1.001
9;BB_LC;259;12.255
9;BB_LC;259;9.009
9;BB_BFS;182;20.571
9;BB_BFS;182;0.344
9;BB_DFS_REC;182;0.498
9;BB_DFS_REC;182;0.276
9;BB_LC;182;8.296
9;BB_LC;182;1.205
10;BB_BFS;160;194.775
10;BB_BFS;160;0.849
10;BB_DFS_REC;160;1.052
10;BB_DFS_REC;160;0.913
10;BB_LC;160;47.847
10;BB_LC;160;5.377
10;BB_BFS;227;202.383
10;BB_BFS;227;9.756
10;BB_DFS_REC;227;7.443
10;BB_DFS_REC;227;5.548
10;BB_LC;227;814.926
10;BB_LC;227;481.879
10;BB_BFS;131;189.272
10;BB_BFS;131;0.719
10;BB_DFS_REC;131;0.683
10;BB_DFS_REC;131;1.159
10;BB_LC;131;11.481
10;BB_LC;131;3.513
10;BB_BFS;212;194.172
10;BB_BFS;212;4.681
10;BB_DFS_REC;212;4.195
10;BB_DFS_REC;212;3.292
10;BB_LC;212;148.169
10;BB_LC;212;103.358
10;BB_BFS;211;195.339
10;BB_BFS;211;3.986
10;BB_DFS_REC;211;4.462
10;BB_DFS_REC;211;3.026
10;BB_LC;211;608.173
10;BB_LC;211;101.659
11;BB_BFS;194;2083.931
11;BB_BFS;194;43.151
11;BB_DFS_REC;194;16.715
11;BB_DFS_REC;194;12.934
11;BB_LC;194;3445.284
11;BB_LC;194;3589.151
11;BB_BFS;207;2259.937
